,ADAM10-FITC,ADAM10-PE,CD14-FITC,CD14-PE,CD4-FITC,CD4-PE,HLA-ABC-PE,HLA-DR-PE,Notch-1-FITC,Notch-2-PE,Notch-3-PE,anti-Goat IgG-AF488,anti-Rabbit IgG-AF488,CD83-AF488,CD83-FITC,CD83-PE,CK2-A1-FITC,CK2-A2-FITC,Notch-4-PE,beta-Catenin-FITC,beta-Tubulin-FITC,CD138-FITC,CD138-PE
Melanoma_10_201905291345_3,101.82812222210217,95.81217260709118,,,,,74.26713591551163,70.30446914341786,106.18563306848866,,104.48621745224594,,,,,,,,,,,,
Melanoma_10_201905291345_4,90.72517216213642,86.84062638434466,,,,,71.85092026076511,79.18217828443906,110.48682423107788,,79.51783281487425,,,,,,,,,,,,
Melanoma_11_201906261422_1,60.49068124245517,99.8040806674518,,,,,103.08457382074707,12.091775850840945,90.84863041349362,,113.88576866673674,,,,,,,,,,,,
Melanoma_11_201906261422_2,93.42041473124436,103.8889128173495,,,,,100.86098920419889,31.381723310817115,63.73620492868446,,116.17247154204823,,,,,,,,,,,,
Melanoma_11_201906261422_3,104.46737710457224,55.728379421676664,,,,,42.17057704642362,84.36247852577546,30.468337244286065,,61.06071962839892,,,,,,,,,,,,
Melanoma_11_201906261422_4,90.1110054111608,106.1675497823847,,,,,98.29572180406078,107.2959285656053,81.1599983203694,,42.859428179093804,,,,,,,,,,,,
Melanoma_12_201907031137_1,88.9132102455502,100.83587037770079,,,,,100.77338664605271,97.0945032860843,113.21494974368444,,111.84545581343724,,,,,,,,,,,,
Melanoma_12_201907031137_2,67.71637497409341,106.69161196407751,,,,,115.14890293601393,108.51486792308275,111.29105051562695,,109.45828156109386,,,,,,,,,,,,
Melanoma_12_201907031137_3,104.94929627406857,112.83411069453216,,,,,111.44230100551921,114.98870080082037,103.44890878034262,,103.54792644200217,,,,,,,,,,,,
Melanoma_12_201907031137_4,111.4025902654111,111.79193600509193,,,,,111.13049280951122,108.70137346635484,100.5985923516891,,98.5943412164651,,,,,,,,,,,,
Melanoma_13_201907111415_1,106.1184016792377,98.17234139523279,,,,,90.15190662629006,114.549805958465,110.78913269179957,,114.05153126322955,,,,,,,,,,,,
Melanoma_13_201907111415_2,109.6442375410208,105.61008996337226,,,,,91.79012549099728,104.44538106496438,112.01848846015199,,114.78827961625844,,,,,,,,,,,,
Melanoma_13_201907111415_3,104.61416871545585,107.94828628566883,,,,,108.0939060840935,108.72605642380125,102.97298299447687,,107.43305714378326,,,,,,,,,,,,
Melanoma_13_201907111415_4,103.35968233372394,105.89294319410735,,,,,106.35948834130093,105.2548844345391,101.96584996675118,,104.0873169718323,,,,,,,,,,,,
Melanoma_14_201907111432_1,105.05740088460544,108.16240333529454,,,,,106.91976448828727,110.58180685033902,96.25089924082661,,106.23706831774682,,,,,,,,,,,,
Melanoma_14_201907111432_2,108.45306439271532,109.40925648352145,,,,,103.54629297668849,108.2185214143079,106.61943671476041,,104.34880156883392,,,,,,,,,,,,
Melanoma_14_201907111432_3,107.07850013898698,109.89952739516796,,,,,102.73674516074851,107.47677002124585,110.11105525984671,,109.93376804006753,,,,,,,,,,,,
Melanoma_14_201907111432_4,117.19535184332092,111.42911737867615,,,,,102.90617863411654,101.8393656791552,108.8297308858529,,2.2476296090389662,,,,,,,,,,,,
Melanoma_16_201908011518_1,45.882389024056046,45.03349905361165,,,,,107.65292987493136,56.66712741913463,79.66232082712476,,97.81377218512083,,,,,,,,,,,,
Melanoma_16_201908011518_2,58.5362837043418,53.337492792813144,,,,,94.38402469940996,66.80394339939554,94.43017181344118,,103.21266849101397,,,,,,,,,,,,
Melanoma_16_201908011518_3,93.12545219879361,108.19896059350877,,,,,103.85478169222291,100.84521712908894,94.3768707990818,,104.43451748927639,,,,,,,,,,,,
Melanoma_16_201908011518_4,109.10421444855567,102.89425865918331,,,,,113.024873512029,55.190401107573955,84.37974851706298,,103.69897581823058,,,,,,,,,,,,
Melanoma_17_201909111532_1,110.54921047539439,101.92777220083667,,,,,73.71569870177323,62.35763853760162,100.63539271433216,,95.00713081768544,,,,,,,,,,,,
Melanoma_17_201909111532_2,90.18811175142253,101.77007379569994,,,,,90.44712331337094,87.12623823644681,106.404757087108,,98.31939624646762,,,,,,,,,,,,
Melanoma_17_201909111532_3,47.901107573955315,112.4701038031355,,,,,99.68739618949769,95.897874530612,106.64545330872494,,103.92465260622681,,,,,,,,,,,,
Melanoma_17_201909111532_4,94.40210430211349,113.49529973548273,,,,,111.37851580571683,91.76520262140242,106.61190268750718,,72.18179250963333,,,,,,,,,,,,
Melanoma_18_201909111536_1,108.44450883574096,108.10673070217399,,,,,77.96341155566208,95.66572134240792,109.07054620408395,,112.37870415025917,,,,,,,,,,,,
Melanoma_18_201909111536_2,112.91106405089576,110.7213917654882,,,,,46.918824238935805,109.66113182546378,114.83719615629798,,93.20404884287203,,,,,,,,,,,,
Melanoma_18_201909111536_3,106.12335315166474,106.43659345376253,,,,,82.30554174962504,94.86252518218099,104.04435722697899,,111.13283520662894,,,,,,,,,,,,
Melanoma_18_201909111536_4,107.42078110680781,111.47986211313246,,,,,84.9348843559599,90.0136833415023,102.21192493524582,,90.97623519150244,,,,,,,,,,,,
Melanoma_19_201910151344_1,89.61793732522266,91.45410188383832,,,,,61.239195358719,58.287779410479125,100.47319908730249,,112.48928818041,,,,,,,,,,,,
Melanoma_19_201910151344_2,80.80976120760529,85.00361538030864,,,,,61.421577457982224,18.214062535299256,65.23358455761378,,27.82885399098893,,,,,,,,,,,,
Melanoma_20_201910231430_1,28.6173524012333,112.79038652130822,,,,,83.80278558385825,110.17004860124096,110.36075297545088,,32.99755888775058,,,,,,,,,,,,
Melanoma_20_201910231430_2,105.620942979979,83.85383358495051,,,,,116.13131813676908,107.28277661600599,89.85383579499077,,51.29889566743707,,,,,,,,,,,,
Melanoma_20_201910231430_3,109.67729286765984,102.71675215429813,,,,,114.2911327782367,111.98707642122778,113.98651335208102,,104.58721334550002,,,,,,,,,,,,
Melanoma_20_201910231430_4,106.0018782886627,98.96440288149961,,,,,102.84978454563046,110.42976713051318,114.71267733117503,,103.66344058085751,,,,,,,,,,,,
Melanoma_21_202003031436_1,101.46909209581555,106.5758763300759,,,,,98.87627924497167,101.15182338144018,104.80575538685036,,101.16250990834718,,,,,,,,,,,,
Melanoma_21_202003031436_2,102.23220131796978,107.76954240379695,,,,,95.81247734708731,103.12469489166382,87.92465530738713,,94.09414869740228,,,,,,,,,,,,
Melanoma_21_202003031436_3,98.7352074638462,104.31529637622154,,,,,78.1020883898236,36.29329984549363,103.8974384160003,,106.36790073677831,,,,,,,,,,,,
Melanoma_21_202003031436_4,99.7501527383381,98.40000623722474,,,,,85.60741679689534,44.35644879926057,25.530078893526152,,83.37959062196427,,,,,,,,,,,,
Melanoma_22_202003091404_1,94.51394633629347,87.38532592200424,,,,,90.19169398112724,79.70316212560691,34.23696616477471,,111.5486184301642,,,,,,,,,,,,
Melanoma_22_202003091404_2,84.9696929812068,100.9056747449368,,,,,97.84485689252624,80.9384412929816,32.59161599126199,,108.31756510533052,,,,,,,,,,,,
Melanoma_22_202003091404_3,107.76052666732804,106.27951656105948,,,,,92.42674428655481,101.92558818993774,43.74863763295848,,97.62656605908568,,,,,,,,,,,,
Melanoma_22_202003091404_4,109.81891838665096,106.16033719320957,,,,,96.73571503642637,49.713636243088715,38.74724162419297,,117.66856934762558,,,,,,,,,,,,
Melanoma_23_202003251552_1,57.06528753606049,93.36398675547427,,,,,93.47327128195104,95.14293754622668,28.09756689300753,,108.95766250426047,,,,,,,,,,,,
Melanoma_23_202003251552_2,47.90722177312021,99.59344418567875,,,,,99.32638021925564,59.15649958107459,30.607123843780602,,107.0921879005698,,,,,,,,,,,,
Melanoma_23_202003251552_3,99.90639546362225,102.04351200935878,,,,,96.04617437119444,31.53118489589728,27.72590122986285,,114.17300465287143,,,,,,,,,,,,
Melanoma_23_202003251552_4,111.60354136851586,108.94622038914389,,,,,99.5810964451748,36.25663699646688,30.734669932942467,,111.43465770405302,,,,,,,,,,,,
Melanoma_24_202004021245_1,109.70503402970884,99.28693345617883,,,,,100.0520985068968,109.42781247268145,115.10997381347849,,21.737614688811597,,,,,,,,,,,,
Melanoma_24_202004021245_2,109.89219669161884,102.30618020570073,,,,,101.82234714133747,109.25428796922839,95.99497412288413,,106.8782633700069,,,,,,,,,,,,
Melanoma_24_202004021245_3,108.69241813765309,82.4563688940271,,,,,97.9657109797747,103.42898305734023,37.083205069144796,,81.3812179482772,,,,,,,,,,,,
Melanoma_24_202004021245_4,109.86465664323369,90.79655400699944,,,,,75.40454762440316,110.12954642115902,53.177001142345254,,75.80935406907702,,,,,,,,,,,,
Melanoma_25_202004091556_1,86.95221991177519,88.4300632759083,,,,,77.11460704010781,36.06283733808999,81.0109716221008,,108.39454743777755,,,,,,,,,,,,
Melanoma_25_202004091556_2,102.16482013710107,108.16043001490058,,,,,107.50790801517758,102.65710955218691,45.732255832296254,,112.15933088821026,,,,,,,,,,,,
Melanoma_25_202004091556_3,111.11640061056046,103.72458650146697,,,,,98.84223897705586,106.66920608478107,114.21478620070505,,113.8798946252803,,,,,,,,,,,,
Melanoma_25_202004091556_4,102.53451935553261,106.106241546596,,,,,86.8375455882194,92.26569398702068,111.92103845371832,,109.81316565184892,,,,,,,,,,,,
Melanoma_26_202004221438_1,107.78849988360454,103.92526503293942,,,,,95.74017317875493,101.4419854608818,81.22439324572406,,83.10734214664649,,,,,,,,,,,,
Melanoma_26_202004221438_2,108.67203395407634,89.33857055578092,,,,,71.50744660788287,89.02762157431481,93.03402062311349,,71.3203635074223,,,,,,,,,,,,
Melanoma_26_202004221438_3,111.97881111620785,101.67434983071091,,,,,68.56115598857065,90.28199622623347,46.92232617051099,,50.21775502145704,,,,,,,,,,,,
Melanoma_26_202004221438_4,112.54402154641919,85.61428044526909,,,,,69.08631729695378,70.2597006033901,23.624916386810085,,37.57190341436487,,,,,,,,,,,,
Melanoma_27_202004301203_1,86.18099345729858,107.7459268957971,,,,,89.08347886857726,79.56603919530961,59.540929700092626,,58.888384372166854,,,,,,,,,,,,
Melanoma_27_202004301203_2,97.71235957649735,100.9967586076157,,,,,89.91365028912237,96.579908916874,100.99049830023348,,38.35324104860026,,,,,,,,,,,,
Melanoma_27_202004301203_3,90.58848976653135,101.49934926592285,,,,,66.81307872359861,58.4962525083957,72.1590401451358,,44.179618812255605,,,,,,,,,,,,
Melanoma_27_202004301203_4,85.84639729058887,107.53980086063879,,,,,80.06442783039856,45.05000191536823,52.807108668170805,,60.1591565405896,,,,,,,,,,,,
Melanoma_28_202005071402_3,106.88416319526638,116.49848514018039,,,,,115.05786032741992,104.39677663172183,109.63527067099768,,116.39344610104698,,,,,,,,,,,,
Melanoma_28_202005071402_4,104.94593799511041,113.1075582394721,,,,,98.23433498906276,110.0872064698192,97.66697639971672,,112.58364928723746,,,,,,,,,,,,
Melanoma_29_202006031146_1,,,,,,,,,,,,,,107.77617841802372,100.75419416529726,106.44678959729137,,,,,,,
Melanoma_29_202006031146_2,,,,,,,,,,,,,,99.23806160806458,102.4571212899563,106.7448076331844,,,,,,,
Melanoma_29_202006031146_3,,,,,,,,,,,,,,106.14388933689952,102.27058087716007,108.18896998372428,,,,,,,
Melanoma_29_202006031146_4,,,,,,,,,,,,,,103.37345604131694,103.91171061045242,107.03482090324836,,,,,,,
Melanoma_30_202007020851_3,110.30391221327183,106.07222215128266,,,,,104.4145841539131,79.87485131340237,110.33398644115744,,103.1728180272493,,,,,,,,,,,,
Melanoma_30_202007020851_4,107.25609627328278,107.18231972701582,,,,,106.94465469839827,91.58633006607529,109.74970213568469,,106.22783918961261,,,,,,,,,,,,
Melanoma_31_202007091415_3,101.6192105539736,110.11596007586823,,,,,113.25900075730713,111.83880752120902,111.39656741457704,,114.38689431391019,,,,,,,,,,,,
Melanoma_31_202007091415_4,110.68614432446927,111.12755296484268,,,,,116.47139127436814,106.32482312311103,108.64275435844496,,111.97341960020863,,,,,,,,,,,,
Melanoma_32_202007161043_1,112.46113816091254,107.5930313992698,,,,,109.0589540517896,110.53302315827523,110.59249730620648,,113.70717580428277,,,,,,,,,,,,
Melanoma_32_202007161043_2,111.17225765926287,113.27623514239043,,,,,107.8075666376251,107.85814365458151,111.51441830266944,,108.39596382802547,,,,,,,,,,,,
Melanoma_32_202007161043_3,100.73116922916742,106.4836825360654,,,,,95.87265551562204,110.41851581553924,112.35787452078961,,110.06036749531717,,,,,,,,,,,,
Melanoma_33_202007211656_1,85.51267138862232,111.1588603951945,,,,,104.3576306796807,95.52849846917879,10.17988941940769,,115.1442805140259,,,,,,,,,,,,
Melanoma_33_202007211656_2,92.51221513808822,43.97455899874372,,,,,107.8665587512192,102.61454049333992,33.906310254292144,,36.28224227738264,,,,,,,,,,,,
Melanoma_33_202007211656_3,93.73813552163335,106.61262782627315,,,,,62.74815240634095,32.21032535721618,46.19754420326084,,113.30332434256214,,,,,,,,,,,,
Melanoma_33_202007211656_4,97.71953901506855,107.76656032280339,,,,,76.43226815940972,44.85229687028832,87.7439845159668,,108.5539826890002,,,,,,,,,,,,
Melanoma_34_202007281047_1,82.07341704638432,98.63896978727625,,,,,95.94242796005426,98.7308679270117,85.50087787710409,,112.3868218737016,,,,,,,,,,,,
Melanoma_34_202007281047_2,103.8470546547868,109.96064900533455,,,,,107.7715569782758,107.99449871866777,40.739133723151696,,113.23346865328004,,,,,,,,,,,,
Melanoma_34_202007281047_3,113.4167966497754,110.71575419833982,,,,,108.12800823313665,104.84224167821617,117.0511209324209,,113.73546456519668,,,,,,,,,,,,
Melanoma_34_202007281047_4,103.01473286506673,108.91130592752442,,,,,113.01034568958659,76.57160407668938,91.23138974207357,,110.9090723134996,,,,,,,,,,,,
Melanoma_35_202009031055_1,99.60508225769856,105.18819867967284,,,,,105.55050040222733,75.07116771651765,94.44626802778954,,108.41491688775254,,,,,,,,,,,,
Melanoma_35_202009031055_2,106.67782082172243,102.16017831587074,,,,,105.17019691949855,93.84884969859962,106.76415334339802,,112.03886527692787,,,,,,,,,,,,
Melanoma_35_202009031055_3,108.66096730024428,110.71047367547376,,,,,108.09629734765701,91.7811023877275,111.70860250805191,,110.95948333187634,,,,,,,,,,,,
Melanoma_35_202009031055_4,99.68094164413245,89.96940076477216,,,,,51.491394348779714,22.31325945578004,111.61848811636796,,114.31459579345848,,,,,,,,,,,,
Melanoma_36_202009111023_1,109.3340232751618,110.56789857585005,,,,,101.04129239225563,108.1372562693931,16.62298186490073,,115.56206456067838,,,,,,,,,,,,
Melanoma_36_202009111023_2,103.63119830347487,108.31143519032375,,,,,108.88944568261267,111.23203973947064,12.48386007596645,,110.82641410653966,,,,,,,,,,,,
Melanoma_36_202009111023_3,107.53317614217336,110.15968645913243,,,,,108.26392128917051,107.77675278293181,114.13556657083278,,113.97467465751743,,,,,,,,,,,,
Melanoma_36_202009111023_4,107.61361055750967,111.29535346401711,,,,,106.41940572508474,110.12207673063342,116.05956009394144,,114.41263907292249,,,,,,,,,,,,
Melanoma_37_202009181022_1,110.47016715762302,111.42827535333633,,,,,113.14996277309959,108.9669323953595,112.70186704201336,,114.00100311271893,,,,,,,,,,,,
Melanoma_37_202009181022_2,111.53870983742944,113.26485269836094,,,,,112.49331806604779,103.51257070901039,114.85366881417097,,106.01754379072,,,,,,,,,,,,
Melanoma_37_202009181022_3,102.85226396524442,111.28277416040571,,,,,108.41678461733399,108.99684258914566,110.25206491428482,,114.0610442587574,,,,,,,,,,,,
Melanoma_37_202009181022_4,108.64979210887935,108.63706497813043,,,,,107.39841967387663,107.9675742892756,114.53983843132325,,107.58034208476536,,,,,,,,,,,,
Melanoma_38_202010141116_1,105.51207860671204,111.32359262180515,,,,,110.39830254174275,109.16114434902528,110.24867962372346,,110.0406495160994,,,,,,,,,,,,
Melanoma_38_202010141116_2,105.08616210301538,111.1660130677225,,,,,106.32627561068324,108.58951915417339,108.6852774975665,,115.40789116975958,,,,,,,,,,,,
Melanoma_38_202010141116_3,94.44721171498142,109.55239612565208,,,,,105.98621106768519,106.1166117921855,115.25009724177153,,105.4267906974003,,,,,,,,,,,,
Melanoma_38_202010141116_4,100.27873371568667,108.50883279424721,,,,,106.31270473567427,95.61637924683792,116.87583036123844,,109.67349184396919,,,,,,,,,,,,
Melanoma_39_202010141128_1,70.5464312269849,110.28827716065814,,,,,108.67294301730412,91.60754375143038,77.6567070792992,,117.04606583366157,,,,,,,,,,,,
Melanoma_39_202010141128_2,85.31085493197496,105.91232819392563,,,,,101.55074276997607,94.38556902643306,78.7983645210941,,116.54777026582364,,,,,,,,,,,,
Melanoma_39_202010141128_3,108.1402108476634,110.31591862533531,,,,,110.24264081148749,112.51390729224885,105.7226669587194,,113.11156602470727,,,,,,,,,,,,
Melanoma_39_202010141128_4,105.26599872701681,110.10338322785712,,,,,113.16179631090257,109.93931229440487,102.58118411010518,,111.84593981225463,,,,,,,,,,,,
Melanoma_40_202010211055_1,101.93953059727075,109.9300885685913,,,,,100.64658435821904,101.547031130136,80.26263357237784,,112.46428648604581,,,,,,,,,,,,
Melanoma_40_202010211055_2,105.1369618429182,109.3683088575467,,,,,113.23183101344588,115.25402178215683,103.80716441029742,,111.76324698133057,,,,,,,,,,,,
Melanoma_40_202010211055_3,90.7400260882975,99.13421746403283,,,,,78.20178600720375,61.43953133395083,95.17403109379313,,112.8995436021299,,,,,,,,,,,,
Melanoma_40_202010211055_4,76.9371280379459,102.17752885084782,,,,,56.12754879032219,71.68757495719889,88.19735610427854,,112.18521487975907,,,,,,,,,,,,
Melanoma_41_202010211103_1,104.58547502605391,106.18768005689135,,,,,110.99275106794056,111.8835669755157,112.82090373948635,,86.06663909846073,,,,,,,,,,,,
Melanoma_41_202010211103_2,103.06665186758225,110.42535613571022,,,,,111.56394579606142,113.59548626288085,117.1532910937342,,109.97204716520591,,,,,,,,,,,,
Melanoma_41_202010211103_3,108.10175221814374,109.81484110792756,,,,,81.07677802650281,102.50831687262605,111.74337822825493,,65.91927238598893,,,,,,,,,,,,
Melanoma_41_202010211103_4,111.56467461822783,111.99903396684547,,,,,76.58075855457473,94.07816568622732,113.34421254300985,,102.5493438144902,,,,,,,,,,,,
Nevi_01_201712121140_1,74.08230018043751,96.74569656048979,,,,,,,72.59983414875634,101.87795052652982,93.89448825781052,,,,,,96.36959878437963,87.41105029953412,93.79318713344027,71.91022251667599,92.92862331189758,,
Nevi_01_201712121140_2,70.80029290400273,110.26525247008833,,,,,,,46.791729489107446,109.56053177497665,90.45729956653744,,,,,,79.44786588689898,76.77111963586394,89.95962207329279,77.83302114468299,82.6727934712464,,
Nevi_02_201801231253_1,98.50082532725786,48.56306349887681,,,,,57.17342038600072,35.62840530370373,76.39979775676002,72.11475069272484,52.301265567278044,,,,,,,,,,,,
Nevi_02_201801231253_2,104.12273016587089,55.5319812470717,,,,,51.979647984787064,35.04947224238543,71.46940248369236,35.045090469225926,71.80331157344062,,,,,,,,,,,,
Nevi_03_201802011633_1,53.48176962343861,104.97234502952122,,,,,101.15261433029396,48.75227683258994,63.53197756367126,52.88023006028008,97.72594690402826,,,,,,,,,,,,
Nevi_03_201802011633_2,93.7040333725902,78.33598333531418,,,,,95.59744926975358,36.797338571292464,79.45973724094645,26.80185171906754,91.18588353971835,,,,,,,,,,,,
Nevi_03_201802011633_3,107.78565187838689,100.61237809172354,,,,,98.3596170147562,77.55724249838667,96.53913563851992,79.11457339838383,110.29213097975504,,,,,,,,,,,,
Nevi_03_201802011633_4,95.72297685547613,51.941570709992625,,,,,107.55723635938594,27.848660371817175,84.4744693693331,72.40974318349915,80.79638137829897,,,,,,,,,,,,
Nevi_04_201802051539_1,81.35347703178823,102.43159237820959,,,,,101.99548513330471,57.18932481796635,61.68058926549066,71.22731688343069,60.8796195980477,,,,,,,,,,,,
Nevi_04_201802051539_2,88.79977084338083,71.71312768826841,,,,,75.60903012628661,45.84387195124946,83.83176166729366,3.9068698855984936,38.228112006804956,,,,,,,,,,,,
Nevi_04_201802051539_3,84.61881765792702,83.67041546792446,,,,,61.92391273385909,32.77611850137661,60.94237393684785,66.31779789623812,60.85363320796675,,,,,,,,,,,,
Nevi_05_201802221424_1,88.17118112409523,79.77348167778399,,,,,69.21841385901514,51.605624454242836,87.7915214997628,71.94229093755801,46.33314466137763,,,,,,,,,,,,
Nevi_05_201802221424_2,83.83747855033145,68.59903411418148,,,,,64.59351196024677,57.13929589099492,95.73484550836328,74.00817764008954,44.132275575322595,,,,,,,,,,,,
Nevi_05_201802221424_3,80.18406516770277,62.111932645830734,,,,,56.67964950725924,46.31017694073458,97.87001402638886,83.99499892444707,40.89193615242795,,,,,,,,,,,,
Nevi_05_201802221424_4,69.59673149778848,41.99546106842186,,,,,29.752613249829828,18.096061364469037,38.57486486831598,70.97645644108867,35.097018066342464,,,,,,,,,,,,
Nevi_06_201807121408_1,97.7434860291077,113.14370050123713,,,,,108.07991530143475,59.73289944513256,86.71186477303868,76.7666354641723,87.03322378081901,,,,,,,,,,,,
Nevi_06_201807121408_2,104.08626720270784,111.87165412182331,,,,,103.62614443251569,108.40447297415432,95.09116268744825,101.2368657307228,107.08142598673386,,,,,,,,,,,,
Nevi_06_201807121408_3,105.51391097564928,59.01103301210807,,,,,115.4834126655934,33.30209064897587,96.6145260052982,99.360863723024,31.602550533798393,,,,,,,,,,,,
Nevi_06_201807121408_4,113.31433893766803,94.75680545064685,,,,,112.7745319380285,89.21287697147869,74.71626324428017,95.50080666469565,61.133730764055116,,,,,,,,,,,,
Nevi_07_201807231100_1,89.41854233602238,57.04191513248946,,,,,72.43192265644875,43.39986405796788,107.92522819893506,74.41626083779188,46.45551901076633,,,,,,,,,,,,
Nevi_07_201807231100_2,96.7934894178361,73.73172345815313,,,,,79.03724408961565,49.526020522924995,109.6231856797249,75.83048279066205,47.21481984242904,,,,,,,,,,,,
Nevi_07_201807231100_3,87.17067895383569,52.38582735558369,,,,,64.66031042716641,37.977370169957005,96.09786254728259,75.81179346240623,52.25406721076221,,,,,,,,,,,,
Nevi_08_201808021309_1,115.13779797481733,104.05303261724755,,,,,88.80757203994574,44.62270855658833,97.75174077504639,61.987500012278,91.00654982265655,,,,,,,,,,,,
Nevi_08_201808021309_2,113.7285694851392,100.70744076355417,,,,,100.3838132722249,102.38404925541288,98.31945714535483,54.16939516600349,48.43630344736814,,,,,,,,,,,,
